path,blur
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (25).JPG,260.9699020448881
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (476).JPG,239.798900875645
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (564).JPG,249.638463825821
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (597).JPG,257.0714330183665
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (598).JPG,250.17119450219292
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (79).JPG,249.80101803736545
//Volumes/MASON_USB/new_images/R08-WBK1-FA13 (888).JPG,217.05157979847826
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (10).JPG,232.75445219106115
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (12).JPG,226.16479201834994
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (13).JPG,226.7081911178441
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (14).JPG,225.64791437152724
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (15).JPG,227.68448850779345
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (27).JPG,248.8954131713626
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (28).JPG,254.5843546488245
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (29).JPG,249.4343830796951
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (30).JPG,248.7348974530814
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (31).JPG,248.33326734989032
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (43).JPG,254.31834178409443
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (44).JPG,259.1618463496361
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (45).JPG,259.92249690344846
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (46).JPG,257.200751364396
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (47).JPG,259.06209416985394
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (49).JPG,246.37999512137355
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (50).JPG,247.25662607171645
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (51).JPG,246.05512134849954
//Volumes/MASON_USB/new_images/R08-WBK1-WI14 (9).JPG,236.06180842167836
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (113).JPG,245.12714188402626
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (143).JPG,260.0159895646434
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (144).JPG,268.2321577782399
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (155).JPG,259.307747346669
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (16).JPG,257.82079755001865
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (17).JPG,256.78769213547093
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (18).JPG,259.00424058195256
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (26).JPG,262.2873667562404
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (27).JPG,263.2816014510491
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (28).JPG,263.96502822659255
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (35).JPG,252.88018915652484
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (36).JPG,254.88673702017246
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (37).JPG,255.24001312570567
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (38).JPG,252.63495746683296
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (39).JPG,254.44848548080537
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (40).JPG,256.1469675723956
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (41).JPG,251.80340032203134
//Volumes/MASON_USB/new_images/R09-BLW1-FA13 (99).JPG,249.47781807953632
//Volumes/MASON_USB/new_images/R09-BLW1-WI14 (16).JPG,377.9647912649948
//Volumes/MASON_USB/new_images/R09-BLW1-WI14 (22).JPG,404.0918563057021
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (10).JPG,887.5071605243261
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (11).JPG,927.6647167312923
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (14).JPG,309.2844863482327
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (28).JPG,324.33152067471553
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (37).JPG,300.21141215893203
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (44).JPG,300.71508931108696
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (46).JPG,298.14030419006474
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (53).JPG,295.94174906320455
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (54).JPG,301.3966170063916
//Volumes/MASON_USB/new_images/R09-CTG3-FA13 (55).JPG,294.39375300765136
